consumeYearMonth,consumeLevel,totleStudent,totleMoney,avgMoney
201510,middle,13,2122.05,163.2346153846154
201510,high,2,467.8799999999999,233.93999999999994
201510,low,45,2725.6899999999996,60.57088888888888
