userId,sex,consumeAddress,consumeType,consumeYearMonth,makeCardDate,money
2015011215,1,15,1,201510,20150819,5.64
2015011215,1,15,1,201510,20150819,6.0
2015011215,1,15,1,201510,20150819,6.32
2015011215,1,15,1,201510,20150819,5.96
2015011215,1,15,1,201510,20150819,6.0
2015011215,1,15,1,201510,20150819,6.0
2015011215,1,15,1,201510,20150819,3.0
2015011215,1,15,1,201510,20150808,5.64
2015011215,1,15,1,201510,20150808,6.0
2015011215,1,15,1,201510,20150808,6.32
2015011215,1,15,1,201510,20150808,5.96
2015011215,1,15,1,201510,20150808,6.0
2015011215,1,15,1,201510,20150808,6.0
2015011215,1,15,1,201510,20150808,3.0
2015011219,1,15,1,201510,20150815,7.26
2015011219,1,15,1,201510,20150815,3.6
2015011219,1,15,1,201510,20150815,6.0
2015011219,1,15,1,201510,20150815,4.6
2015011219,1,15,1,201510,20150815,6.0
2015011219,1,15,1,201510,20150815,6.0
2015011219,1,15,1,201510,20150815,6.0
2015011230,1,15,1,201510,20150815,3.0
2015011110,1,14,1,201510,20150815,8.0
2015011114,1,14,1,201510,20150815,9.0
2015011121,1,14,1,201510,20150815,5.0
2015011121,1,14,1,201510,20150815,8.0
2015011121,1,14,1,201510,20150815,3.4
2015011128,1,14,1,201510,20150823,7.0
2015011213,2,14,1,201510,20150803,6.0
2015011213,2,14,1,201510,20150803,9.0
2015011214,2,14,1,201510,20150802,7.0
2015011214,2,14,1,201510,20150802,17.0
2015011214,2,14,1,201510,20150808,7.0
2015011214,2,14,1,201510,20150808,17.0
2015011216,1,14,1,201510,20150815,2.5
2015011216,1,14,1,201510,20150815,7.0
2015011218,1,14,1,201510,20150815,9.5
2015011220,1,14,1,201510,20150815,9.5
2015011220,1,14,1,201510,20150815,1.3
2015011220,1,14,1,201510,20150821,9.5
2015011220,1,14,1,201510,20150821,1.3
2015011222,1,14,1,201510,20150815,2.6
2015011222,1,14,1,201510,20150815,8.0
2015011225,1,14,1,201510,20150807,7.0
2015011226,1,14,1,201510,20150815,8.0
2015011228,1,14,1,201510,20150815,7.8
2015011106,2,13,1,201510,20150829,8.0
2015011113,2,13,1,201510,20150811,2.8
2015011113,2,13,1,201510,20150811,5.0
2015011113,2,13,1,201510,20150811,5.0
2015011113,2,13,1,201510,20150811,6.0
2015011113,2,13,1,201510,20150811,5.0
2015011113,2,13,1,201510,20150811,1.8
2015011113,2,13,1,201510,20150811,5.0
2015011116,2,13,1,201510,20150815,3.6
2015011116,2,13,1,201510,20150815,5.0
2015011116,2,13,1,201510,20150815,7.0
2015011116,2,13,1,201510,20150815,6.0
2015011116,2,13,1,201510,20150815,5.0
2015011116,2,13,1,201510,20150815,2.8
2015011116,2,13,1,201510,20150815,5.0
2015011117,1,13,1,201510,20150815,3.0
2015011119,1,13,1,201510,20150815,6.0
2015011126,1,13,1,201510,20150815,2.6
2015011126,1,13,1,201510,20150815,6.0
2015011127,1,13,1,201510,20150815,3.0
2015011127,1,13,1,201510,20150815,8.3
2015011127,1,13,1,201510,20150815,8.5
2015011128,1,13,1,201510,20150823,9.0
2015011201,1,13,1,201510,20150829,7.0
2015011201,1,13,1,201510,20150829,8.0
2015011201,1,13,1,201510,20150829,3.6
2015011201,1,13,1,201510,20150815,7.0
2015011201,1,13,1,201510,20150815,8.0
2015011201,1,13,1,201510,20150815,3.6
2015011204,1,13,1,201510,20150815,9.8
2015011204,1,13,1,201510,20150804,9.8
2015011205,2,13,1,201510,20150828,7.0
2015011205,2,13,1,201510,20150828,7.0
2015011207,1,13,1,201510,20150815,6.1
2015011207,1,13,1,201510,20150815,8.0
2015011207,1,13,1,201510,20150815,2.8
2015011207,1,13,1,201510,20150815,2.5
2015011207,1,13,1,201510,20150815,3.1
2015011207,1,13,1,201510,20150815,2.5
2015011208,1,13,1,201510,20150815,3.8
2015011208,1,13,1,201510,20150817,3.8
2015011212,1,13,1,201510,20150815,3.6
2015011212,1,13,1,201510,20150815,3.1
2015011212,1,13,1,201510,20150815,3.1
2015011212,1,13,1,201510,20150815,2.4
2015011212,1,13,1,201510,20150815,2.4
2015011212,1,13,1,201510,20150815,3.6
2015011212,1,13,1,201510,20150815,3.2
2015011212,1,13,1,201510,20150815,10.0
2015011212,1,13,1,201510,20150815,3.6
2015011212,1,13,1,201510,20150815,3.1
2015011213,2,13,1,201510,20150803,5.0
2015011213,2,13,1,201510,20150803,9.0
2015011214,2,13,1,201510,20150802,1.8
2015011214,2,13,1,201510,20150802,7.0
2015011214,2,13,1,201510,20150802,6.0
2015011214,2,13,1,201510,20150802,3.0
2015011214,2,13,1,201510,20150808,1.8
2015011214,2,13,1,201510,20150808,7.0
2015011214,2,13,1,201510,20150808,6.0
2015011214,2,13,1,201510,20150808,3.0
2015011215,1,13,1,201510,20150819,3.1
2015011215,1,13,1,201510,20150808,3.1
2015011216,1,13,1,201510,20150815,8.0
2015011216,1,13,1,201510,20150815,8.0
2015011219,1,13,1,201510,20150815,4.4
2015011220,1,13,1,201510,20150815,2.7
2015011220,1,13,1,201510,20150815,9.0
2015011220,1,13,1,201510,20150821,2.7
2015011220,1,13,1,201510,20150821,9.0
2015011223,2,13,1,201510,20150808,2.8
2015011223,2,13,1,201510,20150808,8.0
2015011223,2,13,1,201510,20150808,7.0
2015011226,1,13,1,201510,20150815,7.0
2015011228,1,13,1,201510,20150815,6.0
2015011228,1,13,1,201510,20150815,6.3
2015011228,1,13,1,201510,20150815,7.3
2015011228,1,13,1,201510,20150815,7.3
2015011228,1,13,1,201510,20150815,6.0
2015011228,1,13,1,201510,20150815,6.0
2015011228,1,13,1,201510,20150815,7.3
2015011229,1,13,1,201510,20150815,8.3
2015011230,1,13,1,201510,20150815,7.0
2015011230,1,13,1,201510,20150815,4.3
2015011230,1,13,1,201510,20150815,4.3
2015011230,1,13,1,201510,20150815,3.0
2015011230,1,13,1,201510,20150815,8.0
2015011230,1,13,1,201510,20150815,8.0
2015011115,1,12,1,201510,20150815,29.0
2015011116,2,12,1,201510,20150815,3.0
2015011116,2,12,1,201510,20150815,3.0
2015011117,1,12,1,201510,20150815,6.7
2015011117,1,12,1,201510,20150815,3.0
2015011117,1,12,1,201510,20150815,6.7
2015011117,1,12,1,201510,20150815,5.0
2015011118,1,12,1,201510,20150829,4.0
2015011118,1,12,1,201510,20150829,4.0
2015011118,1,12,1,201510,20150815,4.0
2015011118,1,12,1,201510,20150815,4.0
2015011120,1,12,1,201510,20150807,6.0
2015011121,1,12,1,201510,20150815,6.0
2015011121,1,12,1,201510,20150815,6.0
2015011121,1,12,1,201510,20150815,25.0
2015011121,1,12,1,201510,20150815,5.0
2015011121,1,12,1,201510,20150815,3.0
2015011121,1,12,1,201510,20150815,4.0
2015011121,1,12,1,201510,20150815,6.5
2015011121,1,12,1,201510,20150815,5.0
2015011122,1,12,1,201510,20150815,6.0
2015011124,1,12,1,201510,20150815,7.0
2015011125,1,12,1,201510,20150815,10.5
2015011127,1,12,1,201510,20150815,5.0
2015011127,1,12,1,201510,20150815,5.0
2015011127,1,12,1,201510,20150815,3.0
2015011127,1,12,1,201510,20150815,2.0
2015011127,1,12,1,201510,20150815,4.0
2015011127,1,12,1,201510,20150815,7.0
2015011129,1,12,1,201510,20150815,5.0
2015011129,1,12,1,201510,20150815,5.0
2015011201,1,12,1,201510,20150829,7.5
2015011201,1,12,1,201510,20150815,7.5
2015011202,1,12,1,201510,20150826,10.0
2015011202,1,12,1,201510,20150815,10.0
2015011203,1,12,1,201510,20150815,11.8
2015011203,1,12,1,201510,20150815,2.5
2015011203,1,12,1,201510,20150815,7.5
2015011203,1,12,1,201510,20150815,2.5
2015011203,1,12,1,201510,20150815,7.5
2015011203,1,12,1,201510,20150815,2.5
2015011204,1,12,1,201510,20150815,5.0
2015011204,1,12,1,201510,20150804,5.0
2015011205,2,12,1,201510,20150828,7.0
2015011205,2,12,1,201510,20150828,2.6
2015011205,2,12,1,201510,20150828,2.5
2015011206,1,12,1,201510,20150815,7.5
2015011206,1,12,1,201510,20150815,3.0
2015011207,1,12,1,201510,20150815,3.3
2015011208,1,12,1,201510,20150815,5.0
2015011208,1,12,1,201510,20150817,5.0
2015011209,1,12,1,201510,20150818,3.0
2015011209,1,12,1,201510,20150818,9.0
2015011211,1,12,1,201510,20150815,10.0
2015011211,1,12,1,201510,20150815,5.0
2015011212,1,12,1,201510,20150815,3.0
2015011212,1,12,1,201510,20150815,8.0
2015011212,1,12,1,201510,20150815,2.0
2015011212,1,12,1,201510,20150815,7.5
2015011212,1,12,1,201510,20150815,3.0
2015011213,2,12,1,201510,20150803,6.0
2015011213,2,12,1,201510,20150803,5.0
2015011213,2,12,1,201510,20150803,7.0
2015011214,2,12,1,201510,20150802,7.0
2015011214,2,12,1,201510,20150808,7.0
2015011217,1,12,1,201510,20150815,10.5
2015011217,1,12,1,201510,20150815,6.9
2015011218,1,12,1,201510,20150815,2.8
2015011219,1,12,1,201510,20150815,2.5
2015011219,1,12,1,201510,20150815,6.8
2015011219,1,12,1,201510,20150815,4.6
2015011222,1,12,1,201510,20150815,8.5
2015011222,1,12,1,201510,20150815,21.0
2015011222,1,12,1,201510,20150815,3.8
2015011222,1,12,1,201510,20150815,4.0
2015011222,1,12,1,201510,20150815,5.0
2015011223,2,12,1,201510,20150808,3.0
2015011223,2,12,1,201510,20150808,2.8
2015011223,2,12,1,201510,20150808,3.0
2015011223,2,12,1,201510,20150808,2.5
2015011223,2,12,1,201510,20150808,1.6
2015011224,1,12,1,201510,20150815,6.0
2015011224,1,12,1,201510,20150815,3.0
2015011225,1,12,1,201510,20150807,1.3
2015011225,1,12,1,201510,20150807,1.5
2015011226,1,12,1,201510,20150815,8.0
2015011227,1,12,1,201510,20150818,4.5
2015011301,1,12,1,201510,20150815,11.0
2015011103,2,17,1,201510,20150815,2.0
2015011104,1,17,1,201510,20150817,4.25
2015011105,1,17,1,201510,20150817,8.0
2015011107,1,17,1,201510,20150829,11.7
2015011108,1,17,1,201510,20150824,7.0
2015011108,1,17,1,201510,20150824,3.5
2015011109,1,17,1,201510,20150815,8.0
2015011109,1,17,1,201510,20150815,7.0
2015011109,1,17,1,201510,20150815,8.0
2015011110,1,17,1,201510,20150815,8.0
2015011110,1,17,1,201510,20150801,6.0
2015011113,2,17,1,201510,20150811,4.1
2015011115,1,17,1,201510,20150815,6.3
2015011115,1,17,1,201510,20150815,8.0
2015011116,2,17,1,201510,20150815,4.1
2015011116,2,17,1,201510,20150815,3.0
2015011117,1,17,1,201510,20150815,7.3
2015011117,1,17,1,201510,20150815,8.3
2015011117,1,17,1,201510,20150815,3.5
2015011118,1,17,1,201510,20150829,7.0
2015011118,1,17,1,201510,20150829,2.67
2015011118,1,17,1,201510,20150829,4.1
2015011118,1,17,1,201510,20150829,6.0
2015011118,1,17,1,201510,20150829,7.0
2015011118,1,17,1,201510,20150829,1.45
2015011118,1,17,1,201510,20150815,7.0
2015011118,1,17,1,201510,20150815,2.67
2015011118,1,17,1,201510,20150815,4.1
2015011118,1,17,1,201510,20150815,6.0
2015011118,1,17,1,201510,20150815,7.0
2015011118,1,17,1,201510,20150815,1.45
2015011119,1,17,1,201510,20150815,3.6
2015011119,1,17,1,201510,20150815,3.0
2015011119,1,17,1,201510,20150815,1.84
2015011119,1,17,1,201510,20150815,7.5
2015011119,1,17,1,201510,20150815,1.9
2015011119,1,17,1,201510,20150815,3.0
2015011119,1,17,1,201510,20150815,5.4
2015011119,1,17,1,201510,20150815,2.2
2015011119,1,17,1,201510,20150815,1.9
2015011119,1,17,1,201510,20150815,6.0
2015011120,1,17,1,201510,20150807,5.7
2015011120,1,17,1,201510,20150807,6.0
2015011120,1,17,1,201510,20150807,7.2
2015011120,1,17,1,201510,20150807,6.0
2015011120,1,17,1,201510,20150807,7.0
2015011120,1,17,1,201510,20150807,6.4
2015011120,1,17,1,201510,20150807,6.0
2015011120,1,17,1,201510,20150807,6.0
2015011120,1,17,1,201510,20150807,6.5
2015011120,1,17,1,201510,20150807,6.5
2015011120,1,17,1,201510,20150807,7.0
2015011120,1,17,1,201510,20150807,6.0
2015011120,1,17,1,201510,20150807,7.0
2015011121,1,17,1,201510,20150815,6.0
2015011121,1,17,1,201510,20150815,10.7
2015011121,1,17,1,201510,20150815,3.0
2015011122,1,17,1,201510,20150815,6.5
2015011122,1,17,1,201510,20150815,7.0
2015011122,1,17,1,201510,20150815,6.5
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,7.2
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,6.0
2015011122,1,17,1,201510,20150815,7.3
2015011122,1,17,1,201510,20150815,3.4
2015011124,1,17,1,201510,20150815,7.3
2015011124,1,17,1,201510,20150815,7.0
2015011124,1,17,1,201510,20150815,8.0
2015011124,1,17,1,201510,20150815,7.3
2015011124,1,17,1,201510,20150815,8.3
2015011124,1,17,1,201510,20150815,8.5
2015011124,1,17,1,201510,20150815,1.42
2015011124,1,17,1,201510,20150815,8.0
2015011126,1,17,1,201510,20150815,6.0
2015011126,1,17,1,201510,20150815,7.0
2015011126,1,17,1,201510,20150815,10.6
2015011127,1,17,1,201510,20150815,14.75
2015011127,1,17,1,201510,20150815,7.3
2015011128,1,17,1,201510,20150823,8.0
2015011128,1,17,1,201510,20150823,4.6
2015011128,1,17,1,201510,20150823,7.7
2015011129,1,17,1,201510,20150815,7.0
2015011129,1,17,1,201510,20150815,7.0
2015011129,1,17,1,201510,20150815,7.0
2015011201,1,17,1,201510,20150829,6.5
2015011201,1,17,1,201510,20150815,6.5
2015011202,1,17,1,201510,20150826,11.25
2015011202,1,17,1,201510,20150826,11.5
2015011202,1,17,1,201510,20150815,11.25
2015011202,1,17,1,201510,20150815,11.5
2015011203,1,17,1,201510,20150815,6.4
2015011203,1,17,1,201510,20150815,1.87
2015011203,1,17,1,201510,20150815,4.0
2015011204,1,17,1,201510,20150815,7.0
2015011204,1,17,1,201510,20150815,3.5
2015011204,1,17,1,201510,20150804,7.0
2015011204,1,17,1,201510,20150804,3.5
2015011206,1,17,1,201510,20150815,6.0
2015011206,1,17,1,201510,20150815,8.0
2015011207,1,17,1,201510,20150815,6.0
2015011207,1,17,1,201510,20150815,6.0
2015011207,1,17,1,201510,20150815,6.0
2015011207,1,17,1,201510,20150815,6.0
2015011207,1,17,1,201510,20150815,4.0
2015011207,1,17,1,201510,20150815,6.0
2015011208,1,17,1,201510,20150815,7.0
2015011208,1,17,1,201510,20150815,1.3
2015011208,1,17,1,201510,20150815,2.45
2015011208,1,17,1,201510,20150815,8.0
2015011208,1,17,1,201510,20150815,8.0
2015011208,1,17,1,201510,20150817,7.0
2015011208,1,17,1,201510,20150817,1.3
2015011208,1,17,1,201510,20150817,2.45
2015011208,1,17,1,201510,20150817,8.0
2015011208,1,17,1,201510,20150817,8.0
2015011209,1,17,1,201510,20150818,7.0
2015011210,1,17,1,201510,20150802,8.0
2015011210,1,17,1,201510,20150802,3.0
2015011211,1,17,1,201510,20150815,8.9
2015011212,1,17,1,201510,20150815,2.0
2015011212,1,17,1,201510,20150815,7.3
2015011212,1,17,1,201510,20150815,2.0
2015011212,1,17,1,201510,20150815,8.3
2015011212,1,17,1,201510,20150815,6.3
2015011212,1,17,1,201510,20150815,8.5
2015011212,1,17,1,201510,20150815,2.0
2015011212,1,17,1,201510,20150815,8.3
2015011212,1,17,1,201510,20150815,2.0
2015011215,1,17,1,201510,20150819,4.0
2015011215,1,17,1,201510,20150819,2.85
2015011215,1,17,1,201510,20150819,3.48
2015011215,1,17,1,201510,20150819,2.5
2015011215,1,17,1,201510,20150808,4.0
2015011215,1,17,1,201510,20150808,2.85
2015011215,1,17,1,201510,20150808,3.48
2015011215,1,17,1,201510,20150808,2.5
2015011216,1,17,1,201510,20150815,2.5
2015011216,1,17,1,201510,20150815,5.0
2015011216,1,17,1,201510,20150815,7.0
2015011216,1,17,1,201510,20150815,2.5
2015011216,1,17,1,201510,20150815,11.0
2015011216,1,17,1,201510,20150815,2.5
2015011216,1,17,1,201510,20150815,5.0
2015011216,1,17,1,201510,20150815,2.5
2015011217,1,17,1,201510,20150815,8.0
2015011218,1,17,1,201510,20150815,7.0
2015011218,1,17,1,201510,20150815,4.0
2015011218,1,17,1,201510,20150815,5.7
2015011218,1,17,1,201510,20150815,7.0
2015011218,1,17,1,201510,20150815,6.0
2015011220,1,17,1,201510,20150815,4.0
2015011220,1,17,1,201510,20150815,6.0
2015011220,1,17,1,201510,20150815,6.0
2015011220,1,17,1,201510,20150815,3.8
2015011220,1,17,1,201510,20150815,7.0
2015011220,1,17,1,201510,20150815,4.5
2015011220,1,17,1,201510,20150815,7.7
2015011220,1,17,1,201510,20150815,4.0
2015011220,1,17,1,201510,20150815,6.0
2015011220,1,17,1,201510,20150821,4.0
2015011220,1,17,1,201510,20150821,6.0
2015011220,1,17,1,201510,20150821,6.0
2015011220,1,17,1,201510,20150821,3.8
2015011220,1,17,1,201510,20150821,7.0
2015011220,1,17,1,201510,20150821,4.5
2015011220,1,17,1,201510,20150821,7.7
2015011220,1,17,1,201510,20150821,4.0
2015011220,1,17,1,201510,20150821,6.0
2015011221,1,17,1,201510,20150830,7.0
2015011222,1,17,1,201510,20150815,7.3
2015011222,1,17,1,201510,20150815,7.0
2015011222,1,17,1,201510,20150815,5.0
2015011222,1,17,1,201510,20150815,8.0
2015011224,1,17,1,201510,20150815,3.5
2015011224,1,17,1,201510,20150815,7.0
2015011224,1,17,1,201510,20150815,2.0
2015011224,1,17,1,201510,20150815,5.0
2015011225,1,17,1,201510,20150807,5.2
2015011225,1,17,1,201510,20150807,5.2
2015011225,1,17,1,201510,20150807,8.0
2015011225,1,17,1,201510,20150807,4.7
2015011225,1,17,1,201510,20150807,7.0
2015011225,1,17,1,201510,20150807,4.7
2015011225,1,17,1,201510,20150807,7.0
2015011226,1,17,1,201510,20150815,6.0
2015011226,1,17,1,201510,20150815,6.0
2015011226,1,17,1,201510,20150815,6.0
2015011228,1,17,1,201510,20150815,6.5
2015011229,1,17,1,201510,20150815,3.1
2015011229,1,17,1,201510,20150815,2.6
2015011229,1,17,1,201510,20150815,6.4
2015011229,1,17,1,201510,20150815,1.42
2015011229,1,17,1,201510,20150815,6.0
2015011229,1,17,1,201510,20150815,6.0
2015011229,1,17,1,201510,20150815,6.4
2015011229,1,17,1,201510,20150815,2.45
2015011229,1,17,1,201510,20150815,7.0
2015011229,1,17,1,201510,20150815,2.5
2015011229,1,17,1,201510,20150815,3.1
2015011229,1,17,1,201510,20150815,8.2
2015011229,1,17,1,201510,20150815,7.0
2015011229,1,17,1,201510,20150815,1.8
2015011229,1,17,1,201510,20150815,6.0
2015011229,1,17,1,201510,20150815,7.0
2015011229,1,17,1,201510,20150815,7.2
2015011230,1,17,1,201510,20150815,6.6
2015011301,1,17,1,201510,20150815,9.2
2015011108,1,16,1,201510,20150824,10.0
2015011111,1,16,1,201510,20150815,7.0
2015011115,1,16,1,201510,20150815,7.0
2015011117,1,16,1,201510,20150815,2.5
2015011117,1,16,1,201510,20150815,3.0
2015011117,1,16,1,201510,20150815,3.0
2015011117,1,16,1,201510,20150815,2.5
2015011117,1,16,1,201510,20150815,4.5
2015011117,1,16,1,201510,20150815,2.5
2015011117,1,16,1,201510,20150815,4.0
2015011117,1,16,1,201510,20150815,3.5
2015011118,1,16,1,201510,20150829,3.7
2015011118,1,16,1,201510,20150829,9.8
2015011118,1,16,1,201510,20150829,1.9
2015011118,1,16,1,201510,20150829,3.7
2015011118,1,16,1,201510,20150829,7.0
2015011118,1,16,1,201510,20150829,2.0
2015011118,1,16,1,201510,20150829,3.7
2015011118,1,16,1,201510,20150829,1.9
2015011118,1,16,1,201510,20150829,3.7
2015011118,1,16,1,201510,20150815,3.7
2015011118,1,16,1,201510,20150815,9.8
2015011118,1,16,1,201510,20150815,1.9
2015011118,1,16,1,201510,20150815,3.7
2015011118,1,16,1,201510,20150815,7.0
2015011118,1,16,1,201510,20150815,2.0
2015011118,1,16,1,201510,20150815,3.7
2015011118,1,16,1,201510,20150815,1.9
2015011118,1,16,1,201510,20150815,3.7
2015011119,1,16,1,201510,20150815,6.0
2015011119,1,16,1,201510,20150815,2.0
2015011119,1,16,1,201510,20150815,2.5
2015011119,1,16,1,201510,20150815,6.0
2015011121,1,16,1,201510,20150815,4.9
2015011121,1,16,1,201510,20150815,8.0
2015011121,1,16,1,201510,20150815,4.0
2015011121,1,16,1,201510,20150815,1.9
2015011124,1,16,1,201510,20150815,9.8
2015011126,1,16,1,201510,20150815,2.6
2015011126,1,16,1,201510,20150815,2.0
2015011126,1,16,1,201510,20150815,2.0
2015011126,1,16,1,201510,20150815,6.0
2015011126,1,16,1,201510,20150815,8.0
2015011126,1,16,1,201510,20150815,2.6
2015011126,1,16,1,201510,20150815,2.7
2015011126,1,16,1,201510,20150815,3.0
2015011126,1,16,1,201510,20150815,4.5
2015011126,1,16,1,201510,20150815,2.6
2015011126,1,16,1,201510,20150815,6.0
2015011126,1,16,1,201510,20150815,2.5
2015011126,1,16,1,201510,20150815,2.5
2015011126,1,16,1,201510,20150815,2.6
2015011126,1,16,1,201510,20150815,4.5
2015011127,1,16,1,201510,20150815,3.0
2015011127,1,16,1,201510,20150815,2.5
2015011128,1,16,1,201510,20150823,2.5
2015011128,1,16,1,201510,20150823,3.8
2015011128,1,16,1,201510,20150823,7.8
2015011128,1,16,1,201510,20150823,4.5
2015011128,1,16,1,201510,20150823,8.8
2015011128,1,16,1,201510,20150823,2.5
2015011128,1,16,1,201510,20150823,7.0
2015011128,1,16,1,201510,20150823,8.5
2015011128,1,16,1,201510,20150823,9.0
2015011128,1,16,1,201510,20150823,2.5
2015011128,1,16,1,201510,20150823,2.5
2015011128,1,16,1,201510,20150823,3.8
2015011129,1,16,1,201510,20150815,4.0
2015011129,1,16,1,201510,20150815,7.0
2015011129,1,16,1,201510,20150815,4.0
2015011201,1,16,1,201510,20150829,4.0
2015011201,1,16,1,201510,20150829,8.0
2015011201,1,16,1,201510,20150829,5.0
2015011201,1,16,1,201510,20150829,4.3
2015011201,1,16,1,201510,20150829,7.0
2015011201,1,16,1,201510,20150829,3.6
2015011201,1,16,1,201510,20150815,4.0
2015011201,1,16,1,201510,20150815,8.0
2015011201,1,16,1,201510,20150815,5.0
2015011201,1,16,1,201510,20150815,4.3
2015011201,1,16,1,201510,20150815,7.0
2015011201,1,16,1,201510,20150815,3.6
2015011202,1,16,1,201510,20150826,9.0
2015011202,1,16,1,201510,20150826,2.5
2015011202,1,16,1,201510,20150826,2.5
2015011202,1,16,1,201510,20150826,4.7
2015011202,1,16,1,201510,20150826,6.2
2015011202,1,16,1,201510,20150826,6.2
2015011202,1,16,1,201510,20150815,9.0
2015011202,1,16,1,201510,20150815,2.5
2015011202,1,16,1,201510,20150815,2.5
2015011202,1,16,1,201510,20150815,4.7
2015011202,1,16,1,201510,20150815,6.2
2015011202,1,16,1,201510,20150815,6.2
2015011203,1,16,1,201510,20150815,4.0
2015011203,1,16,1,201510,20150815,5.0
2015011203,1,16,1,201510,20150815,4.0
2015011203,1,16,1,201510,20150815,2.9
2015011203,1,16,1,201510,20150815,2.9
2015011204,1,16,1,201510,20150815,4.0
2015011204,1,16,1,201510,20150815,5.0
2015011204,1,16,1,201510,20150815,7.0
2015011204,1,16,1,201510,20150815,5.5
2015011204,1,16,1,201510,20150815,3.0
2015011204,1,16,1,201510,20150815,3.0
2015011204,1,16,1,201510,20150815,3.0
2015011204,1,16,1,201510,20150804,4.0
2015011204,1,16,1,201510,20150804,5.0
2015011204,1,16,1,201510,20150804,7.0
2015011204,1,16,1,201510,20150804,5.5
2015011204,1,16,1,201510,20150804,3.0
2015011204,1,16,1,201510,20150804,3.0
2015011204,1,16,1,201510,20150804,3.0
2015011206,1,16,1,201510,20150815,4.0
2015011206,1,16,1,201510,20150815,9.0
2015011206,1,16,1,201510,20150815,5.0
2015011206,1,16,1,201510,20150815,4.0
2015011207,1,16,1,201510,20150815,2.8
2015011207,1,16,1,201510,20150815,1.4
2015011207,1,16,1,201510,20150815,1.4
2015011207,1,16,1,201510,20150815,8.0
2015011207,1,16,1,201510,20150815,2.8
2015011207,1,16,1,201510,20150815,2.5
2015011207,1,16,1,201510,20150815,2.0
2015011207,1,16,1,201510,20150815,3.1
2015011207,1,16,1,201510,20150815,2.5
2015011207,1,16,1,201510,20150815,1.4
2015011208,1,16,1,201510,20150815,6.0
2015011208,1,16,1,201510,20150815,9.0
2015011208,1,16,1,201510,20150815,4.0
2015011208,1,16,1,201510,20150815,3.0
2015011208,1,16,1,201510,20150815,3.8
2015011208,1,16,1,201510,20150815,3.0
2015011208,1,16,1,201510,20150817,6.0
2015011208,1,16,1,201510,20150817,9.0
2015011208,1,16,1,201510,20150817,4.0
2015011208,1,16,1,201510,20150817,3.0
2015011208,1,16,1,201510,20150817,3.8
2015011208,1,16,1,201510,20150817,3.0
2015011210,1,16,1,201510,20150802,8.8
2015011210,1,16,1,201510,20150802,9.0
2015011210,1,16,1,201510,20150802,4.0
2015011210,1,16,1,201510,20150802,4.0
2015011211,1,16,1,201510,20150815,8.8
2015011211,1,16,1,201510,20150815,3.3
2015011211,1,16,1,201510,20150815,3.3
2015011211,1,16,1,201510,20150815,5.3
2015011211,1,16,1,201510,20150815,4.0
2015011212,1,16,1,201510,20150815,3.2
2015011212,1,16,1,201510,20150815,10.0
2015011212,1,16,1,201510,20150815,1.4
2015011215,1,16,1,201510,20150819,2.5
