sex,onlineYearMonth,semester,duringTime,ranking
2,201510,1,1.9666666666666666,650
2,201510,1,1.95,651
2,201510,1,1.9333333333333333,652
2,201510,1,1.9166666666666667,653
2,201510,1,1.9,654
2,201510,1,1.9,655
2,201510,1,1.9,656
2,201510,1,1.9,657
2,201510,1,1.8666666666666667,658
2,201510,1,1.85,659
2,201510,1,1.8333333333333333,660
2,201510,1,1.8333333333333333,661
2,201510,1,1.8166666666666667,662
2,201510,1,1.8166666666666667,663
2,201510,1,1.7833333333333334,664
2,201510,1,1.7666666666666666,665
2,201510,1,1.7666666666666666,666
2,201510,1,1.75,667
2,201510,1,1.75,668
2,201510,1,1.7166666666666666,669
2,201510,1,1.7166666666666666,670
2,201510,1,1.7,671
2,201510,1,1.6833333333333333,672
2,201510,1,1.6666666666666667,673
2,201510,1,1.6,674
2,201510,1,1.6,675
2,201510,1,1.5666666666666667,676
2,201510,1,1.5666666666666667,677
2,201510,1,1.55,678
2,201510,1,1.5333333333333334,679
2,201510,1,1.5,680
2,201510,1,1.5,681
2,201510,1,1.4833333333333334,682
2,201510,1,1.4666666666666666,683
2,201510,1,1.4666666666666666,684
2,201510,1,1.45,685
2,201510,1,1.4333333333333333,686
2,201510,1,1.4333333333333333,687
2,201510,1,1.4166666666666667,688
2,201510,1,1.35,689
2,201510,1,1.35,690
2,201510,1,1.35,691
2,201510,1,1.3333333333333333,692
2,201510,1,1.3166666666666667,693
2,201510,1,1.2666666666666666,694
2,201510,1,1.2666666666666666,695
2,201510,1,1.2333333333333334,696
2,201510,1,1.15,697
2,201510,1,1.1333333333333333,698
2,201510,1,1.1166666666666667,699
2,201510,1,1.1,700
2,201510,1,1.0833333333333333,701
2,201510,1,1.0833333333333333,702
2,201510,1,1.0833333333333333,703
2,201510,1,1.0666666666666667,704
2,201510,1,1.0666666666666667,705
2,201510,1,1.0666666666666667,706
2,201510,1,1.05,707
2,201510,1,1.05,708
2,201510,1,1.0333333333333334,709
2,201510,1,1.0333333333333334,710
2,201510,1,1.0333333333333334,711
2,201510,1,1.0166666666666666,712
2,201510,1,1.0166666666666666,713
2,201510,1,1.0,714
2,201510,1,1.0,715
2,201510,1,0.9833333333333333,716
2,201510,1,0.9833333333333333,717
